"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_cases"
1033,1997,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",1
1035,1997,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",19
1036,1997,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",7
1037,1997,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",1
1038,1997,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",2
1042,1997,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",1
1048,1997,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",1
1054,1997,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",1
1055,1997,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",1
1057,1997,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",2
1060,1997,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",3
1061,1997,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",4
1062,1997,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",3
1069,1997,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",2
1078,1997,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",4
1081,1997,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",6
1087,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",1
1099,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",2
1105,1997,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",1
1108,1997,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",1
1120,1997,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",2
1125,1997,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",3,"Ad hoc",1
1126,1997,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",6
1147,1997,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",1
1162,1998,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",3
1163,1998,1,"Competition","COMP",1,"Belgium","BE",2,"Individual application",2
1164,1998,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",1
1165,1998,1,"Competition","COMP",2,"France","FR",1,"Scheme",3
1166,1998,1,"Competition","COMP",2,"France","FR",2,"Individual application",1
1167,1998,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",4
1168,1998,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",20
1169,1998,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",7
1170,1998,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",24
1171,1998,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",19
1172,1998,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",3
1173,1998,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",9
1177,1998,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",7
1178,1998,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",1
1179,1998,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",5
1180,1998,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",4
1183,1998,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",5
1185,1998,1,"Competition","COMP",8,"Ireland","IE",3,"Ad hoc",1
1186,1998,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",6
1188,1998,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",2
1189,1998,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",2
1190,1998,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",1
1193,1998,1,"Competition","COMP",11,"Portugal","PT",2,"Individual application",3
1195,1998,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",22
1196,1998,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",1
1197,1998,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",3
1198,1998,1,"Competition","COMP",13,"Austria","AT",1,"Scheme",3
1200,1998,1,"Competition","COMP",13,"Austria","AT",3,"Ad hoc",2
1201,1998,1,"Competition","COMP",14,"Finland","FI",1,"Scheme",3
1204,1998,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",2
1207,1998,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"Scheme",3
1210,1998,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Scheme",2
1213,1998,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",19
1216,1998,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",39
1219,1998,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1,"Scheme",1
1222,1998,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",10
1225,1998,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",4
1228,1998,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",1
1231,1998,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",3
1234,1998,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",7
1237,1998,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1,"Scheme",3
1240,1998,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",6
1243,1998,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",5
1246,1998,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",2
1249,1998,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1,"Scheme",1
1255,1998,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",1
1261,1998,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",7
1267,1998,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1,"Scheme",6
1270,1998,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",1
1282,1998,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",1
1285,1998,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",1
1297,1999,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",11
1298,1999,1,"Competition","COMP",1,"Belgium","BE",2,"Individual application",2
1299,1999,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",4
1300,1999,1,"Competition","COMP",2,"France","FR",1,"Scheme",23
1301,1999,1,"Competition","COMP",2,"France","FR",2,"Individual application",4
1302,1999,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",3
1303,1999,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",71
1304,1999,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",6
1305,1999,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",23
1306,1999,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",35
1307,1999,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",15
1308,1999,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",16
1309,1999,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",1
1312,1999,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",21
1313,1999,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",3
1314,1999,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",3
1315,1999,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",8
1318,1999,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",7
1320,1999,1,"Competition","COMP",8,"Ireland","IE",3,"Ad hoc",1
1321,1999,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",19
1322,1999,1,"Competition","COMP",9,"United Kingdom","UK",2,"Individual application",2
1323,1999,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",1
1325,1999,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",2
1326,1999,1,"Competition","COMP",10,"Greece","EL",3,"Ad hoc",1
1327,1999,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",8
1329,1999,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",2
1330,1999,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",62
1331,1999,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",9
1332,1999,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",8
1333,1999,1,"Competition","COMP",13,"Austria","AT",1,"Scheme",28
1335,1999,1,"Competition","COMP",13,"Austria","AT",3,"Ad hoc",1
1336,1999,1,"Competition","COMP",14,"Finland","FI",1,"Scheme",9
1339,1999,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",10
1342,1999,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"Scheme",38
1345,1999,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Scheme",10
1348,1999,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",27
1349,1999,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",2,"Individual application",1
1351,1999,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",56
1354,1999,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1,"Scheme",4
1357,1999,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",23
1360,1999,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",7
1363,1999,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",7
1366,1999,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",19
1369,1999,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",7
1372,1999,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1,"Scheme",7
1375,1999,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",35
1378,1999,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",8
1381,1999,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",6
1384,1999,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1,"Scheme",4
1390,1999,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",3
1393,1999,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",1,"Scheme",5
1396,1999,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",8
1402,1999,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1,"Scheme",6
1405,1999,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",6
1411,1999,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1,"Scheme",1
1417,1999,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",2
1420,1999,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",10
1432,2000,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",14
1434,2000,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",3
1435,2000,1,"Competition","COMP",2,"France","FR",1,"Scheme",58
1436,2000,1,"Competition","COMP",2,"France","FR",2,"Individual application",1
1437,2000,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",3
1438,2000,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",54
1439,2000,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",19
1440,2000,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",20
1441,2000,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",29
1442,2000,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",4
1443,2000,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",8
1444,2000,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",2
1447,2000,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",21
1448,2000,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",1
1449,2000,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",9
1450,2000,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",7
1452,2000,1,"Competition","COMP",7,"Denmark","DK",3,"Ad hoc",1
1453,2000,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",11
1455,2000,1,"Competition","COMP",8,"Ireland","IE",3,"Ad hoc",1
1456,2000,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",16
1457,2000,1,"Competition","COMP",9,"United Kingdom","UK",2,"Individual application",4
1459,2000,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",3
1460,2000,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",1
1461,2000,1,"Competition","COMP",10,"Greece","EL",3,"Ad hoc",2
1462,2000,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",12
1463,2000,1,"Competition","COMP",11,"Portugal","PT",2,"Individual application",1
1464,2000,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",3
1465,2000,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",61
1466,2000,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",5
1467,2000,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",3
1468,2000,1,"Competition","COMP",13,"Austria","AT",1,"Scheme",9
1469,2000,1,"Competition","COMP",13,"Austria","AT",2,"Individual application",4
1470,2000,1,"Competition","COMP",13,"Austria","AT",3,"Ad hoc",4
1471,2000,1,"Competition","COMP",14,"Finland","FI",1,"Scheme",12
1472,2000,1,"Competition","COMP",14,"Finland","FI",2,"Individual application",1
1473,2000,1,"Competition","COMP",14,"Finland","FI",3,"Ad hoc",1
1474,2000,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",9
1477,2000,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"Scheme",10
1480,2000,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Scheme",15
1483,2000,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",26
1486,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",56
1489,2000,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1,"Scheme",1
1492,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",20
1495,2000,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",9
1498,2000,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",15
1501,2000,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",11
1504,2000,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",10
1510,2000,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",35
1513,2000,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",12
1516,2000,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",12
1519,2000,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1,"Scheme",2
1525,2000,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",4
1528,2000,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",1,"Scheme",6
1531,2000,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",2
1537,2000,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1,"Scheme",2
1540,2000,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",8
1543,2000,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1,"Scheme",8
1546,2000,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1,"Scheme",1
1549,2000,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",1,"Scheme",3
1552,2000,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",5
1555,2000,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",29
1558,2000,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",1,"Scheme",1
1561,2000,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Scheme",1
1567,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",17
1569,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",5
1570,2001,1,"Competition","COMP",2,"France","FR",1,"Scheme",26
1571,2001,1,"Competition","COMP",2,"France","FR",2,"Individual application",3
1572,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",6
1573,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",84
1574,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",7
1575,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",23
1576,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",80
1577,2001,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",3
1578,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",5
1579,2001,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",4
1582,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",24
1583,2001,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",2
1584,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",9
1585,2001,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",18
1588,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",11
1589,2001,1,"Competition","COMP",8,"Ireland","IE",2,"Individual application",2
1590,2001,1,"Competition","COMP",8,"Ireland","IE",3,"Ad hoc",1
1591,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",39
1592,2001,1,"Competition","COMP",9,"United Kingdom","UK",2,"Individual application",1
1593,2001,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",5
1594,2001,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",11
1595,2001,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",2
1597,2001,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",10
1598,2001,1,"Competition","COMP",11,"Portugal","PT",2,"Individual application",1
1599,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",5
1600,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",53
1601,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",6
1602,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",11
1603,2001,1,"Competition","COMP",13,"Austria","AT",1,"Scheme",20
1604,2001,1,"Competition","COMP",13,"Austria","AT",2,"Individual application",2
1605,2001,1,"Competition","COMP",13,"Austria","AT",3,"Ad hoc",3
1606,2001,1,"Competition","COMP",14,"Finland","FI",1,"Scheme",6
1607,2001,1,"Competition","COMP",14,"Finland","FI",2,"Individual application",1
1609,2001,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",8
1611,2001,1,"Competition","COMP",15,"Sweden","SE",3,"Ad hoc",1
1612,2001,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"Scheme",5
1615,2001,2,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"Scheme",52
1618,2001,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"Scheme",50
1621,2001,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",80
1624,2001,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1,"Scheme",1
1627,2001,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",18
1630,2001,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",7
1633,2001,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",4
1636,2001,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",16
1639,2001,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",4
1642,2001,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1,"Scheme",1
1645,2001,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",53
1646,2001,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",2,"Individual application",1
1648,2001,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",18
1651,2001,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",3
1654,2001,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1,"Scheme",4
1657,2001,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",1,"Scheme",3
1660,2001,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",6
1663,2001,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",1,"Scheme",12
1666,2001,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",9
1672,2001,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1,"Scheme",5
1675,2001,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",1
1678,2001,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1,"Scheme",4
1681,2001,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1,"Scheme",10
1687,2001,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",8
1690,2001,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",23
1693,2001,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",1,"Scheme",1
1696,2001,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Scheme",1
1699,2001,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",1,"Scheme",2
1702,2002,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",11
1704,2002,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",5
1705,2002,1,"Competition","COMP",2,"France","FR",1,"Scheme",30
1706,2002,1,"Competition","COMP",2,"France","FR",2,"Individual application",4
1707,2002,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",5
1708,2002,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",98
1709,2002,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",21
1710,2002,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",27
1711,2002,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",105
1712,2002,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",1
1713,2002,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",8
1714,2002,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",1
1716,2002,1,"Competition","COMP",5,"Luxembourg","LU",3,"Ad hoc",1
1717,2002,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",20
1718,2002,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",2
1719,2002,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",9
1720,2002,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",7
1722,2002,1,"Competition","COMP",7,"Denmark","DK",3,"Ad hoc",1
1723,2002,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",10
1726,2002,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",76
1727,2002,1,"Competition","COMP",9,"United Kingdom","UK",2,"Individual application",3
1728,2002,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",8
1729,2002,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",11
1731,2002,1,"Competition","COMP",10,"Greece","EL",3,"Ad hoc",6
1732,2002,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",8
1733,2002,1,"Competition","COMP",11,"Portugal","PT",2,"Individual application",4
1734,2002,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",1
1735,2002,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",52
1736,2002,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",3
1737,2002,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",13
1738,2002,1,"Competition","COMP",13,"Austria","AT",1,"Scheme",18
1740,2002,1,"Competition","COMP",13,"Austria","AT",3,"Ad hoc",2
1741,2002,1,"Competition","COMP",14,"Finland","FI",1,"Scheme",8
1743,2002,1,"Competition","COMP",14,"Finland","FI",3,"Ad hoc",2
1744,2002,1,"Competition","COMP",15,"Sweden","SE",1,"Scheme",7
1746,2002,1,"Competition","COMP",15,"Sweden","SE",3,"Ad hoc",2
